Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.531740463702079875e-05	2.514653876641038340e+06	6.267412468748687766e+06
1.581973481578601704e-05	2.504974401425624266e+06	6.243865644704499282e+06
1.633853877809860416e-05	2.496080538538380526e+06	6.221908148274485953e+06
1.687435677727375848e-05	2.486962939876131248e+06	6.199376007434296422e+06
1.742774678408917511e-05	2.477546332010009326e+06	6.176104931075695902e+06
1.799928506782476860e-05	2.467820909013331402e+06	6.152070686006446369e+06
1.858956679635688644e-05	2.457776543376679067e+06	6.127248244313278235e+06
1.919920665593282809e-05	2.447402775461677462e+06	6.101611757299209014e+06
1.982883949127071257e-05	2.436688802608912811e+06	6.075134528566168621e+06
2.047912096665083489e-05	2.426742888081027195e+06	6.050302858238847926e+06
